"","lon","lat"
"733",-76.1352245,43.0670761
"734",-76.123162,43.0740247
"735",-76.1088221,43.0686751
"736",-76.1953652,43.0395845
"737",-76.1592949,43.0218041
"738",-76.214821,43.067011
"739",-76.1711738,43.0717962
"740",-76.154039,43.046511
"741",-76.1489648,43.0693676
"742",-76.1074787,43.068738
"743",-76.1300404,43.0388057
"744",-76.104753,43.042024
"745",-76.1585569,43.0434306
"746",-76.1711738,43.0717962
"747",-76.1429084,43.0206733
"748",-76.1587982,43.0676364
"749",-76.1391079,43.0522031
"750",-76.1884058,43.0312528
"751",-76.1968312,43.0310572
"752",-76.1932937,43.0290993
"753",-76.1535817,43.0486924
"754",-76.1300404,43.0388057
"755",-76.1300404,43.0388057
"756",-76.1267437,43.1234529
"757",-76.122056,43.061342
"758",-76.1492994,43.0200241
